Date,CL=F,PLN=X,diesel,super95
2020-06-20,39.75,3.970170021057129,3397.0,3473.0
2020-06-21,39.75,3.970170021057129,3397.0,3473.0
2020-06-22,40.459999084472656,3.9967100620269775,3397.0,3473.0
2020-06-23,40.369998931884766,3.9328300952911377,3442.0,3505.0
2020-06-24,38.0099983215332,3.9287400245666504,3446.0,3531.0
2020-06-25,38.720001220703125,3.9606399536132812,3420.0,3522.0
2020-06-26,38.4900016784668,3.966749906539917,3387.0,3501.0
2020-06-27,38.4900016784668,3.966749906539917,3368.0,3473.0
2020-06-28,38.4900016784668,3.966749906539917,3368.0,3473.0
2020-06-29,39.70000076293945,3.980149984359741,3368.0,3473.0
2020-06-30,39.27000045776367,3.959700107574463,3360.0,3450.0
2020-07-01,39.81999969482422,3.9540998935699463,3374.0,3461.0
2020-07-02,40.650001525878906,3.977099895477295,3395.0,3487.0
2020-07-03,40.650001525878906,3.9709999561309814,3410.0,3505.0
2020-07-04,40.650001525878906,3.9709999561309814,3397.0,3522.0
2020-07-05,40.650001525878906,3.9709999561309814,3397.0,3522.0
2020-07-06,40.630001068115234,3.9667000770568848,3397.0,3522.0
2020-07-07,40.619998931884766,3.945549964904785,3414.0,3536.0
2020-07-08,40.900001525878906,3.967679977416992,3426.0,3551.0
2020-07-09,39.619998931884766,3.9459099769592285,3431.0,3560.0
2020-07-10,40.54999923706055,3.954900026321411,3415.0,3559.0
2020-07-11,40.54999923706055,3.954900026321411,3407.0,3565.0
2020-07-12,40.54999923706055,3.954900026321411,3407.0,3565.0
2020-07-13,40.099998474121094,3.949049949645996,3407.0,3565.0
2020-07-14,40.290000915527344,3.957170009613037,3408.0,3557.0
2020-07-15,41.20000076293945,3.919300079345703,3407.0,3542.0
2020-07-16,40.75,3.9201900959014893,3402.0,3522.0
2020-07-17,40.59000015258789,3.9344000816345215,3401.0,3511.0
2020-07-18,40.59000015258789,3.9344000816345215,3399.0,3498.0
2020-07-19,40.59000015258789,3.9344000816345215,3399.0,3498.0
2020-07-20,40.810001373291016,3.911250114440918,3399.0,3498.0
2020-07-21,41.959999084472656,3.888230085372925,3402.0,3483.0
2020-07-22,41.900001525878906,3.842479944229126,3413.0,3491.0
2020-07-23,41.06999969482422,3.8220999240875244,3420.0,3483.0
2020-07-24,41.290000915527344,3.8007700443267822,3415.0,3476.0
2020-07-25,41.290000915527344,3.8007700443267822,3407.0,3470.0
2020-07-26,41.290000915527344,3.8007700443267822,3407.0,3470.0
2020-07-27,41.599998474121094,3.7772998809814453,3407.0,3470.0
2020-07-28,41.040000915527344,3.7304000854492188,3386.0,3449.0
2020-07-29,41.27000045776367,3.7639899253845215,3382.0,3438.0
2020-07-30,39.91999816894531,3.736649990081787,3379.0,3427.0
